Type,id,location,edges--edge--constraints--MaxCapacityConstraint,edges--edge--constraints--MinCapacityConstraint,edges--edge--constraints--CapacityConstraint,edges--edge--can_retire,edges--edge--unidirectional,edges--edge--commodity,edges--edge--can_expand,edges--edge--has_capacity,transforms--timedata,edges--edge--lifetime,edges--edge--wacc,edges--edge--capital_recovery_period,edges--edge--max_capacity,edges--edge--min_capacity,edges--edge--fixed_om_cost_25-A,edges--edge--fixed_om_cost_25-B,edges--edge--fixed_om_cost_25-C,edges--edge--variable_om_cost,edges--edge--investment_cost_25-A,edges--edge--investment_cost_25-B,edges--edge--investment_cost_25-C,edges--edge--availability--timeseries--path,edges--edge--availability--timeseries--header,edges--edge--end_vertex,edges--edge--existing_capacity,edges--edge--capacity_size,Note
VRE,BR_RN_rooftop_pv,BR_RN,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,4245.2172,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_RN_rooftop_pv,elec_BR_RN,0,100,https://doi.org/10.2172/1236153
VRE,BR_PB_rooftop_pv,BR_PB,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,4925.718,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_PB_rooftop_pv,elec_BR_PB,0,100,https://doi.org/10.2172/1236153
VRE,BR_PE_rooftop_pv,BR_PE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,12090.7584,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_PE_rooftop_pv,elec_BR_PE,0,100,https://doi.org/10.2172/1236153
VRE,BR_AL_rooftop_pv,BR_AL,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,4142.3508,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_AL_rooftop_pv,elec_BR_AL,0,100,https://doi.org/10.2172/1236153
VRE,BR_SE_rooftop_pv,BR_SE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,2947.518,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_SE_rooftop_pv,elec_BR_SE,0,100,https://doi.org/10.2172/1236153
VRE,BR_BA_rooftop_pv,BR_BA,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,20074.7736,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_BA_rooftop_pv,elec_BR_BA,0,100,https://doi.org/10.2172/1236153
VRE,BR_MG_rooftop_pv,BR_MG,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,24589.7568,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_MG_rooftop_pv,elec_BR_MG,0,100,https://doi.org/10.2172/1236153
VRE,BR_ES_rooftop_pv,BR_ES,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,4619.6304,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_ES_rooftop_pv,elec_BR_ES,0,100,https://doi.org/10.2172/1236153
VRE,BR_RJ_rooftop_pv,BR_RJ,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,17841.3312,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_RJ_rooftop_pv,elec_BR_RJ,0,100,https://doi.org/10.2172/1236153
VRE,BR_SP_rooftop_pv,BR_SP,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,48466.2948,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_SP_rooftop_pv,elec_BR_SP,0,100,https://doi.org/10.2172/1236153
VRE,BR_PR_rooftop_pv,BR_PR,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,12117.1728,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_PR_rooftop_pv,elec_BR_PR,0,100,https://doi.org/10.2172/1236153
VRE,BR_SC_rooftop_pv,BR_SC,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,7912.1412,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_SC_rooftop_pv,elec_BR_SC,0,100,https://doi.org/10.2172/1236153
VRE,BR_RS_rooftop_pv,BR_RS,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,11680.2864,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_RS_rooftop_pv,elec_BR_RS,0,100,https://doi.org/10.2172/1236153
VRE,BR_MS_rooftop_pv,BR_MS,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,4161.9912,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_MS_rooftop_pv,elec_BR_MS,0,100,https://doi.org/10.2172/1236153
VRE,BR_MT_rooftop_pv,BR_MT,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,5253.594,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_MT_rooftop_pv,elec_BR_MT,0,100,https://doi.org/10.2172/1236153
VRE,BR_GO_rooftop_pv,BR_GO,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,10073.8176,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_GO_rooftop_pv,elec_BR_GO,0,100,https://doi.org/10.2172/1236153
VRE,BR_DF_rooftop_pv,BR_DF,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,2731.0512,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_DF_rooftop_pv,elec_BR_DF,0,100,https://doi.org/10.2172/1236153
VRE,BR_RO_rooftop_pv_mandatoryB,BR_RO,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,1700.328,1245.0238,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_RO_rooftop_pv,elec_BR_RO,0,100,https://doi.org/10.2172/1236153
VRE,BR_AC_rooftop_pv_mandatoryB,BR_AC,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,776.874,568.8471,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_AC_rooftop_pv,elec_BR_AC,0,100,https://doi.org/10.2172/1236153
VRE,BR_AM_rooftop_pv_mandatoryB,BR_AM,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,3107.496,2275.3883,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_AM_rooftop_pv,elec_BR_AM,0,100,https://doi.org/10.2172/1236153
VRE,BR_RR_rooftop_pv_mandatoryB,BR_RR,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,515.9616,377.8003,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_RR_rooftop_pv,elec_BR_RR,0,100,https://doi.org/10.2172/1236153
VRE,BR_PA_rooftop_pv_mandatoryB,BR_PA,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,7592.844,5559.6752,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_PA_rooftop_pv,elec_BR_PA,0,100,https://doi.org/10.2172/1236153
VRE,BR_AP_rooftop_pv_mandatoryB,BR_AP,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,627.3624,459.3708,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_AP_rooftop_pv,elec_BR_AP,0,100,https://doi.org/10.2172/1236153
VRE,BR_TO_rooftop_pv_mandatoryB,BR_TO,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,1609.4484,1178.4794,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_TO_rooftop_pv,elec_BR_TO,0,100,https://doi.org/10.2172/1236153
VRE,BR_MA_rooftop_pv_mandatoryB,BR_MA,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,8656.6032,6338.5870,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_MA_rooftop_pv,elec_BR_MA,0,100,https://doi.org/10.2172/1236153
VRE,BR_PI_rooftop_pv_mandatoryB,BR_PI,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4415.3424,3233.0270,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_PI_rooftop_pv,elec_BR_PI,0,100,https://doi.org/10.2172/1236153
VRE,BR_CE_rooftop_pv_mandatoryB,BR_CE,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,11481.4728,8407.0290,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_CE_rooftop_pv,elec_BR_CE,0,100,https://doi.org/10.2172/1236153
VRE,BR_RN_rooftop_pv_mandatoryB,BR_RN,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4245.2172,3108.4570,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_RN_rooftop_pv,elec_BR_RN,0,100,https://doi.org/10.2172/1236153
VRE,BR_PB_rooftop_pv_mandatoryB,BR_PB,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4925.718,3606.7371,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_PB_rooftop_pv,elec_BR_PB,0,100,https://doi.org/10.2172/1236153
VRE,BR_PE_rooftop_pv_mandatoryB,BR_PE,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,12090.7584,8853.1635,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_PE_rooftop_pv,elec_BR_PE,0,100,https://doi.org/10.2172/1236153
VRE,BR_AL_rooftop_pv_mandatoryB,BR_AL,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4142.3508,3033.1355,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_AL_rooftop_pv,elec_BR_AL,0,100,https://doi.org/10.2172/1236153
VRE,BR_SE_rooftop_pv_mandatoryB,BR_SE,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,2947.518,2158.2483,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_SE_rooftop_pv,elec_BR_SE,0,100,https://doi.org/10.2172/1236153
VRE,BR_BA_rooftop_pv_mandatoryB,BR_BA,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,20074.7736,14699.2643,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_BA_rooftop_pv,elec_BR_BA,0,100,https://doi.org/10.2172/1236153
VRE,BR_MG_rooftop_pv_mandatoryB,BR_MG,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,24589.7568,18005.2509,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_MG_rooftop_pv,elec_BR_MG,0,100,https://doi.org/10.2172/1236153
VRE,BR_ES_rooftop_pv_mandatoryB,BR_ES,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4619.6304,3382.6119,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_ES_rooftop_pv,elec_BR_ES,0,100,https://doi.org/10.2172/1236153
VRE,BR_RJ_rooftop_pv_mandatoryB,BR_RJ,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,17841.3312,13063.8805,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_RJ_rooftop_pv,elec_BR_RJ,0,100,https://doi.org/10.2172/1236153
VRE,BR_SP_rooftop_pv_mandatoryB,BR_SP,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,48466.2948,35488.2647,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_SP_rooftop_pv,elec_BR_SP,0,100,https://doi.org/10.2172/1236153
VRE,BR_PR_rooftop_pv_mandatoryB,BR_PR,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,12117.1728,8872.5048,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_PR_rooftop_pv,elec_BR_PR,0,100,https://doi.org/10.2172/1236153
VRE,BR_SC_rooftop_pv_mandatoryB,BR_SC,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,7912.1412,5793.4728,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_SC_rooftop_pv,elec_BR_SC,0,100,https://doi.org/10.2172/1236153
VRE,BR_RS_rooftop_pv_mandatoryB,BR_RS,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,11680.2864,8552.6054,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_RS_rooftop_pv,elec_BR_RS,0,100,https://doi.org/10.2172/1236153
VRE,BR_MS_rooftop_pv_mandatoryB,BR_MS,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4161.9912,3047.5168,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_MS_rooftop_pv,elec_BR_MS,0,100,https://doi.org/10.2172/1236153
VRE,BR_MT_rooftop_pv_mandatoryB,BR_MT,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,5253.594,3846.8163,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_MT_rooftop_pv,elec_BR_MT,0,100,https://doi.org/10.2172/1236153
VRE,BR_GO_rooftop_pv_mandatoryB,BR_GO,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,10073.8176,7376.3077,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_GO_rooftop_pv,elec_BR_GO,0,100,https://doi.org/10.2172/1236153
VRE,BR_DF_rooftop_pv_mandatoryB,BR_DF,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,2731.0512,1999.7458,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_DF_rooftop_pv,elec_BR_DF,0,100,https://doi.org/10.2172/1236153
VRE,BR_RO_rooftop_pv_mandatoryC,BR_RO,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,1700.328,1640.0210,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_RO_rooftop_pv,elec_BR_RO,0,100,https://doi.org/10.2172/1236153
VRE,BR_AC_rooftop_pv_mandatoryC,BR_AC,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,776.874,749.3200,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_AC_rooftop_pv,elec_BR_AC,0,100,https://doi.org/10.2172/1236153
VRE,BR_AM_rooftop_pv_mandatoryC,BR_AM,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,3107.496,2997.2798,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_AM_rooftop_pv,elec_BR_AM,0,100,https://doi.org/10.2172/1236153
VRE,BR_RR_rooftop_pv_mandatoryC,BR_RR,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,515.9616,497.6616,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_RR_rooftop_pv,elec_BR_RR,0,100,https://doi.org/10.2172/1236153
VRE,BR_PA_rooftop_pv_mandatoryC,BR_PA,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,7592.844,7323.5422,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_PA_rooftop_pv,elec_BR_PA,0,100,https://doi.org/10.2172/1236153
VRE,BR_AP_rooftop_pv_mandatoryC,BR_AP,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,627.3624,605.1112,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_AP_rooftop_pv,elec_BR_AP,0,100,https://doi.org/10.2172/1236153
VRE,BR_TO_rooftop_pv_mandatoryC,BR_TO,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,1609.4484,1552.3647,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_TO_rooftop_pv,elec_BR_TO,0,100,https://doi.org/10.2172/1236153
VRE,BR_MA_rooftop_pv_mandatoryC,BR_MA,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,8656.6032,8349.5721,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_MA_rooftop_pv,elec_BR_MA,0,100,https://doi.org/10.2172/1236153
VRE,BR_PI_rooftop_pv_mandatoryC,BR_PI,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4415.3424,4258.7397,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_PI_rooftop_pv,elec_BR_PI,0,100,https://doi.org/10.2172/1236153
VRE,BR_CE_rooftop_pv_mandatoryC,BR_CE,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,11481.4728,11074.2497,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_CE_rooftop_pv,elec_BR_CE,0,100,https://doi.org/10.2172/1236153
VRE,BR_RN_rooftop_pv_mandatoryC,BR_RN,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4245.2172,4094.6485,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_RN_rooftop_pv,elec_BR_RN,0,100,https://doi.org/10.2172/1236153
VRE,BR_PB_rooftop_pv_mandatoryC,BR_PB,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4925.718,4751.0134,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_PB_rooftop_pv,elec_BR_PB,0,100,https://doi.org/10.2172/1236153
VRE,BR_PE_rooftop_pv_mandatoryC,BR_PE,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,12090.7584,11661.9252,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_PE_rooftop_pv,elec_BR_PE,0,100,https://doi.org/10.2172/1236153
VRE,BR_AL_rooftop_pv_mandatoryC,BR_AL,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4142.3508,3995.4305,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_AL_rooftop_pv,elec_BR_AL,0,100,https://doi.org/10.2172/1236153
VRE,BR_SE_rooftop_pv_mandatoryC,BR_SE,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,2947.518,2842.9759,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_SE_rooftop_pv,elec_BR_SE,0,100,https://doi.org/10.2172/1236153
VRE,BR_BA_rooftop_pv_mandatoryC,BR_BA,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,20074.7736,19362.7646,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_BA_rooftop_pv,elec_BR_BA,0,100,https://doi.org/10.2172/1236153
VRE,BR_MG_rooftop_pv_mandatoryC,BR_MG,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,24589.7568,23717.6111,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_MG_rooftop_pv,elec_BR_MG,0,100,https://doi.org/10.2172/1236153
VRE,BR_ES_rooftop_pv_mandatoryC,BR_ES,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4619.6304,4455.7821,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_ES_rooftop_pv,elec_BR_ES,0,100,https://doi.org/10.2172/1236153
VRE,BR_RJ_rooftop_pv_mandatoryC,BR_RJ,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,17841.3312,17208.5376,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_RJ_rooftop_pv,elec_BR_RJ,0,100,https://doi.org/10.2172/1236153
VRE,BR_SP_rooftop_pv_mandatoryC,BR_SP,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,48466.2948,46747.2997,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2045.csv,BR_SP_rooftop_pv,elec_BR_SP,0,100,https://doi.org/10.2172/1236153
